DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEP_TIME,DEP_DELAY,CANCELLED,DIVERTED,DISTANCE
23,3,B6,JFK,1217.0,32.0,0.0,0.0,944.0
2,3,EV,ATL,1327.0,0.0,0.0,0.0,377.0
29,2,DL,IAH,1723.0,-7.0,0.0,0.0,689.0
22,2,AS,SCC,939.0,-7.0,0.0,0.0,204.0
11,5,XE,PHL,925.0,-4.0,0.0,0.0,363.0
10,4,XE,CID,1616.0,-3.0,0.0,0.0,196.0
10,4,CO,EWR,1757.0,-3.0,0.0,0.0,529.0
17,4,WN,DAL,1207.0,7.0,0.0,0.0,436.0
28,1,EV,ATL,959.0,19.0,0.0,0.0,192.0
10,4,EV,CHO,1644.0,-9.0,0.0,0.0,457.0
4,5,WN,BWI,625.0,0.0,0.0,0.0,337.0
1,2,YV,PHX,1840.0,-10.0,0.0,0.0,1149.0
4,5,F9,MSY,1542.0,-2.0,0.0,0.0,1062.0
26,6,FL,MKE,1419.0,-4.0,0.0,0.0,634.0
7,1,CO,CLE,906.0,6.0,0.0,0.0,1737.0
29,2,UA,SFO,858.0,2.0,0.0,0.0,2399.0
13,7,AA,ORD,1401.0,1.0,0.0,0.0,1197.0
7,1,UA,LGA,1521.0,21.0,0.0,0.0,733.0
15,2,MQ,CID,848.0,23.0,0.0,0.0,196.0
27,7,DL,LGA,1848.0,-11.0,0.0,0.0,502.0
25,5,AA,MIA,805.0,-5.0,0.0,0.0,192.0
28,1,DL,LAX,1418.0,3.0,0.0,0.0,1947.0
11,5,US,PHL,1740.0,-5.0,0.0,0.0,1576.0
18,5,FL,LGA,837.0,2.0,0.0,0.0,762.0
14,1,XE,ORD,2132.0,52.0,0.0,0.0,552.0
10,4,OO,ORD,1302.0,-3.0,0.0,0.0,343.0
19,6,DL,ATL,1507.0,-4.0,0.0,0.0,240.0
6,7,AA,ORD,1612.0,2.0,0.0,0.0,1846.0
17,4,UA,ORD,1156.0,-4.0,0.0,0.0,612.0
25,5,AA,STL,1625.0,0.0,0.0,0.0,550.0
17,4,AA,ELP,1151.0,-4.0,0.0,0.0,551.0
29,2,AA,DFW,1132.0,17.0,0.0,0.0,190.0
16,3,OO,GRR,1852.0,-7.0,0.0,0.0,137.0
7,1,AA,DFW,1357.0,22.0,0.0,0.0,1212.0
1,2,HA,HNL,1146.0,-3.0,0.0,0.0,163.0
26,6,EV,MOB,558.0,-2.0,0.0,0.0,302.0
29,2,DL,BUF,557.0,-3.0,0.0,0.0,712.0
6,7,UA,DEN,2146.0,-7.0,0.0,0.0,472.0
1,2,WN,STL,1838.0,8.0,0.0,0.0,440.0
14,1,WN,MDW,1829.0,-1.0,0.0,0.0,1105.0
6,7,US,SLC,1045.0,-10.0,0.0,0.0,507.0
5,6,DL,STL,549.0,-6.0,0.0,0.0,484.0
20,7,AA,DFW,2023.0,8.0,0.0,0.0,936.0
5,6,AA,ORD,1252.0,-3.0,0.0,0.0,888.0
16,3,WN,SEA,823.0,-2.0,0.0,0.0,224.0
19,6,WN,LAS,1029.0,-1.0,0.0,0.0,255.0
5,6,YV,PHX,711.0,-7.0,0.0,0.0,646.0
2,3,AA,MSY,636.0,-4.0,0.0,0.0,448.0
9,3,US,DCA,1757.0,-3.0,0.0,0.0,214.0
27,7,CO,IAH,1037.0,2.0,0.0,0.0,1208.0
15,2,AS,SEA,758.0,-2.0,0.0,0.0,954.0
27,7,DL,SLC,1702.0,-5.0,0.0,0.0,1990.0
11,5,WN,MCO,1950.0,0.0,0.0,0.0,787.0
3,4,UA,ORD,909.0,7.0,0.0,0.0,888.0
1,2,AS,JNU,751.0,-9.0,0.0,0.0,909.0
3,4,FL,BWI,651.0,-9.0,0.0,0.0,641.0
20,7,XE,IAD,1736.0,1.0,0.0,0.0,227.0
29,2,US,PHL,2106.0,7.0,0.0,0.0,364.0
18,5,MQ,LAX,2152.0,-8.0,0.0,0.0,89.0
2,3,DL,DEN,1758.0,-4.0,0.0,0.0,680.0
3,4,WN,ORF,853.0,-2.0,0.0,0.0,655.0
11,5,OO,BNA,710.0,5.0,0.0,0.0,1404.0
19,6,FL,TPA,1029.0,-6.0,0.0,0.0,842.0
14,1,DL,ATL,2246.0,-6.0,0.0,0.0,226.0
30,3,MQ,FSD,1741.0,-14.0,0.0,0.0,462.0
29,2,WN,BWI,1936.0,16.0,0.0,0.0,641.0
2,3,YV,LGB,950.0,0.0,0.0,0.0,355.0
25,5,MQ,MGM,1226.0,36.0,0.0,0.0,622.0
20,7,WN,HOU,805.0,5.0,0.0,0.0,239.0
21,1,XE,IAH,2250.0,-10.0,0.0,0.0,201.0
7,1,XE,ORD,950.0,11.0,0.0,0.0,693.0
1,2,DL,EWR,1422.0,-6.0,0.0,0.0,1008.0
3,4,CO,EWR,1446.0,1.0,0.0,0.0,1372.0
2,3,AA,SAT,553.0,-7.0,0.0,0.0,247.0
9,3,WN,PHX,1227.0,2.0,0.0,0.0,872.0
8,2,WN,DEN,1110.0,0.0,0.0,0.0,1703.0
20,7,UA,DEN,1942.0,-3.0,0.0,0.0,541.0
1,2,OO,MOT,814.0,-6.0,0.0,0.0,604.0
22,2,EV,ATL,1606.0,1.0,0.0,0.0,782.0
27,7,AS,JNU,1034.0,4.0,0.0,0.0,95.0
8,2,WN,LAS,759.0,-1.0,0.0,0.0,407.0
25,5,MQ,DTW,1119.0,-11.0,0.0,0.0,502.0
23,3,WN,MDW,2236.0,46.0,0.0,0.0,704.0
30,3,MQ,ORD,736.0,-4.0,0.0,0.0,606.0
15,2,US,BOS,752.0,-8.0,0.0,0.0,399.0
22,2,FL,ATL,1811.0,-5.0,0.0,0.0,425.0
30,3,OO,ASE,1016.0,-8.0,0.0,0.0,125.0
28,1,AA,COS,1306.0,-9.0,0.0,0.0,592.0
5,6,AS,SEA,1122.0,-3.0,0.0,0.0,1709.0
15,2,AA,DFW,2119.0,-11.0,0.0,0.0,731.0
14,1,DL,RSW,1327.0,-5.0,0.0,0.0,515.0
10,4,WN,BWI,1543.0,-2.0,0.0,0.0,255.0
26,6,DL,SLC,1348.0,-2.0,0.0,0.0,1262.0
29,2,MQ,ABI,633.0,-2.0,0.0,0.0,158.0
17,4,XE,IAH,2017.0,7.0,0.0,0.0,376.0
18,5,OO,SFO,2245.0,5.0,0.0,0.0,262.0
23,3,DL,MSP,1009.0,-1.0,0.0,0.0,1029.0
26,6,OO,RNO,1006.0,-14.0,0.0,0.0,422.0
27,7,UA,ORD,2111.0,6.0,0.0,0.0,622.0
8,2,AA,SMF,1218.0,3.0,0.0,0.0,1431.0
29,2,MQ,SLC,1619.0,-6.0,0.0,0.0,590.0
14,1,WN,HOU,1703.0,-7.0,0.0,0.0,937.0
7,1,WN,PHX,1531.0,1.0,0.0,0.0,1136.0
30,3,HA,HNL,1142.0,-9.0,0.0,0.0,216.0
12,6,WN,BUF,1632.0,2.0,0.0,0.0,281.0
23,3,OO,COS,559.0,-1.0,0.0,0.0,725.0
2,3,CO,DEN,1859.0,-1.0,0.0,0.0,1024.0
30,3,DL,CLT,610.0,0.0,0.0,0.0,226.0
5,6,OO,BFL,900.0,-8.0,0.0,0.0,109.0
14,1,DL,ATL,1550.0,-5.0,0.0,0.0,404.0
9,3,WN,CMH,556.0,-4.0,0.0,0.0,1670.0
1,2,MQ,XNA,1807.0,-3.0,0.0,0.0,280.0
6,7,MQ,BNA,1026.0,46.0,0.0,0.0,806.0
25,5,CO,IAH,1911.0,-4.0,0.0,0.0,844.0
18,5,EV,ATL,1607.0,7.0,0.0,0.0,448.0
7,1,DL,ATL,2039.0,-4.0,0.0,0.0,669.0
2,3,WN,BWI,908.0,-2.0,0.0,0.0,185.0
11,5,MQ,ORD,1913.0,-2.0,0.0,0.0,296.0
3,4,MQ,PIT,1100.0,-5.0,0.0,0.0,413.0
11,5,WN,OAK,2029.0,9.0,0.0,0.0,543.0
3,4,US,ATL,1536.0,-4.0,0.0,0.0,226.0
11,5,EV,DTW,1521.0,-1.0,0.0,0.0,789.0
29,2,DL,ATL,1427.0,-4.0,0.0,0.0,444.0
22,2,UA,ALB,646.0,-4.0,0.0,0.0,723.0
11,5,EV,RDU,1155.0,0.0,0.0,0.0,255.0
1,2,DL,MSP,1505.0,-6.0,0.0,0.0,1020.0
8,2,YV,GJT,750.0,-9.0,0.0,0.0,438.0
4,5,DL,PNS,1553.0,-4.0,0.0,0.0,271.0
22,2,OO,LAS,1554.0,9.0,0.0,0.0,236.0
28,1,OO,MAF,1310.0,1.0,0.0,0.0,563.0
20,7,YV,PHX,1437.0,-8.0,0.0,0.0,119.0
2,3,DL,MEM,823.0,-7.0,0.0,0.0,762.0
10,4,WN,MCI,810.0,0.0,0.0,0.0,967.0
20,7,FL,CAK,1358.0,5.0,0.0,0.0,549.0
22,2,MQ,GSO,604.0,-6.0,0.0,0.0,710.0
23,3,CO,AUS,643.0,-2.0,0.0,0.0,140.0
1,2,WN,HOU,1410.0,-5.0,0.0,0.0,359.0
26,6,WN,SMF,750.0,-5.0,0.0,0.0,358.0
2,3,WN,SNA,1255.0,10.0,0.0,0.0,372.0
24,4,WN,MDW,1301.0,1.0,0.0,0.0,395.0
9,3,MQ,DCA,732.0,-8.0,0.0,0.0,562.0
23,3,YV,IAD,1450.0,-2.0,0.0,0.0,921.0
18,5,MQ,ORF,716.0,-4.0,0.0,0.0,802.0
21,1,WN,ORF,615.0,0.0,0.0,0.0,159.0
26,6,FL,PIT,733.0,-7.0,0.0,0.0,994.0
22,2,WN,OAK,1859.0,49.0,0.0,0.0,543.0
16,3,WN,PHX,939.0,-1.0,0.0,0.0,304.0
26,6,CO,IAH,1433.0,3.0,0.0,0.0,1091.0
4,5,F9,MKE,1420.0,5.0,0.0,0.0,896.0
20,7,WN,LAS,1510.0,30.0,0.0,0.0,345.0
9,3,WN,LAX,609.0,-1.0,0.0,0.0,1242.0
4,5,WN,LAS,2114.0,44.0,0.0,0.0,763.0
28,1,DL,SLC,1110.0,-5.0,0.0,0.0,588.0
23,3,FL,ATL,1330.0,-6.0,0.0,0.0,534.0
15,2,US,CLT,2205.0,-1.0,0.0,0.0,683.0
24,4,MQ,ORD,1557.0,2.0,0.0,0.0,273.0
17,4,UA,BOS,1732.0,-3.0,0.0,0.0,867.0
12,6,FL,PIT,721.0,11.0,0.0,0.0,994.0
7,1,US,CLT,756.0,1.0,0.0,0.0,728.0
25,5,OO,SLC,2135.0,-12.0,0.0,0.0,541.0
27,7,XE,CVG,1005.0,-10.0,0.0,0.0,388.0
29,2,AS,PDX,926.0,-4.0,0.0,0.0,763.0
17,4,CO,PHX,1556.0,-9.0,0.0,0.0,1009.0
2,3,XE,CLE,836.0,-4.0,0.0,0.0,214.0
3,4,YV,CLT,1419.0,4.0,0.0,0.0,322.0
20,7,DL,ATL,2049.0,-1.0,0.0,0.0,712.0
21,1,OO,IAH,2119.0,9.0,0.0,0.0,1428.0
7,1,OO,PDX,1222.0,0.0,0.0,0.0,116.0
11,5,WN,SMF,1545.0,0.0,0.0,0.0,605.0
7,1,AA,ORD,1426.0,26.0,0.0,0.0,1197.0
21,1,WN,OMA,950.0,-5.0,0.0,0.0,423.0
4,5,DL,PDX,2245.0,-5.0,0.0,0.0,2172.0
9,3,MQ,CHA,1230.0,-5.0,0.0,0.0,501.0
22,2,FL,ATL,1750.0,9.0,0.0,0.0,762.0
17,4,FL,ICT,1214.0,3.0,0.0,0.0,782.0
13,7,MQ,MRY,612.0,2.0,0.0,0.0,266.0
18,5,CO,CLE,616.0,-9.0,0.0,0.0,404.0
18,5,OO,SLC,1506.0,-4.0,0.0,0.0,574.0
11,5,WN,SMF,1416.0,6.0,0.0,0.0,397.0
30,3,EV,MEM,2051.0,66.0,0.0,0.0,432.0
18,5,FL,ATL,1021.0,1.0,0.0,0.0,545.0
22,2,WN,OKC,625.0,0.0,0.0,0.0,181.0
26,6,WN,BWI,1014.0,-1.0,0.0,0.0,369.0
4,5,AA,DFW,1029.0,-6.0,0.0,0.0,929.0
4,5,AA,SAT,1336.0,-4.0,0.0,0.0,247.0
15,2,WN,SEA,1011.0,1.0,0.0,0.0,689.0
9,3,US,CLT,1315.0,0.0,0.0,0.0,728.0
7,1,WN,JAX,939.0,-1.0,0.0,0.0,483.0
28,1,XE,CLE,1859.0,4.0,0.0,0.0,541.0
17,4,OO,FAR,1512.0,-3.0,0.0,0.0,223.0
20,7,CO,DEN,2140.0,0.0,0.0,0.0,1024.0
15,2,CO,EWR,701.0,1.0,0.0,0.0,719.0
1,2,WN,MDW,1925.0,15.0,0.0,0.0,1728.0
19,6,WN,PHX,1702.0,2.0,0.0,0.0,1276.0
8,2,DL,LAX,1633.0,83.0,0.0,0.0,1535.0
30,3,OO,SLC,939.0,-6.0,0.0,0.0,531.0
13,7,OO,LAX,824.0,-11.0,0.0,0.0,109.0
14,1,XE,TUL,1200.0,-5.0,0.0,0.0,429.0
30,3,WN,DEN,2104.0,14.0,0.0,0.0,349.0
18,5,MQ,ORD,927.0,-3.0,0.0,0.0,557.0
8,2,FL,SRQ,1754.0,-4.0,0.0,0.0,444.0
2,3,AS,BUR,751.0,-9.0,0.0,0.0,937.0
15,2,WN,MDW,1350.0,10.0,0.0,0.0,937.0
5,6,XE,ATL,1514.0,-6.0,0.0,0.0,689.0
18,5,WN,HOU,640.0,0.0,0.0,0.0,883.0
29,2,WN,HOU,2130.0,0.0,0.0,0.0,849.0
26,6,DL,DCA,1855.0,-4.0,0.0,0.0,547.0
3,4,CO,EWR,707.0,-8.0,0.0,0.0,872.0
22,2,XE,EWR,2241.0,41.0,0.0,0.0,209.0
3,4,XE,ORD,733.0,-2.0,0.0,0.0,196.0
3,4,WN,DEN,1143.0,3.0,0.0,0.0,853.0
1,2,WN,MDW,845.0,15.0,0.0,0.0,1733.0
6,7,US,RDU,1748.0,-2.0,0.0,0.0,130.0
6,7,CO,SMF,621.0,6.0,0.0,0.0,1609.0
1,2,DL,SRQ,558.0,-2.0,0.0,0.0,444.0
5,6,XE,ORD,1032.0,11.0,0.0,0.0,773.0
17,4,WN,MCI,644.0,-1.0,0.0,0.0,1139.0
2,3,OO,EUG,1314.0,-8.0,0.0,0.0,451.0
11,5,OO,OKC,1127.0,-13.0,0.0,0.0,694.0
18,5,HA,HNL,1549.0,59.0,0.0,0.0,216.0
7,1,WN,MDW,1851.0,-4.0,0.0,0.0,997.0
25,5,AA,STL,1542.0,-8.0,0.0,0.0,258.0
7,1,YV,ORD,2107.0,-4.0,0.0,0.0,599.0
25,5,WN,MCO,1845.0,20.0,0.0,0.0,787.0
20,7,US,CLT,1304.0,-2.0,0.0,0.0,507.0
5,6,US,DTW,703.0,-7.0,0.0,0.0,453.0
16,3,DL,DTW,1942.0,-5.0,0.0,0.0,1927.0
15,2,AA,ORD,1508.0,3.0,0.0,0.0,733.0
26,6,YV,PHX,2059.0,-6.0,0.0,0.0,455.0
24,4,DL,DTW,838.0,-2.0,0.0,0.0,926.0
20,7,AS,SJC,919.0,-1.0,0.0,0.0,697.0
4,5,DL,LGA,1727.0,-3.0,0.0,0.0,184.0
7,1,AA,DFW,1328.0,-2.0,0.0,0.0,469.0
15,2,XE,ORD,819.0,-6.0,0.0,0.0,654.0
23,3,MQ,MIA,1121.0,-4.0,0.0,0.0,859.0
9,3,WN,MDW,2044.0,-1.0,0.0,0.0,838.0
27,7,MQ,PHL,1936.0,-4.0,0.0,0.0,678.0
29,2,WN,LAS,2054.0,-1.0,0.0,0.0,397.0
3,4,FL,ATL,1711.0,0.0,0.0,0.0,581.0
17,4,YV,IAD,1835.0,6.0,0.0,0.0,224.0
2,3,DL,LGA,617.0,-4.0,0.0,0.0,1020.0
24,4,DL,ATL,1909.0,-1.0,0.0,0.0,581.0
7,1,XE,CLE,733.0,-7.0,0.0,0.0,1021.0
3,4,CO,EWR,747.0,2.0,0.0,0.0,937.0
25,5,XE,EWR,1003.0,-7.0,0.0,0.0,212.0
18,5,OO,MSP,1535.0,75.0,0.0,0.0,545.0
2,3,MQ,JFK,845.0,-5.0,0.0,0.0,187.0
9,3,FL,CLT,1204.0,-2.0,0.0,0.0,226.0
23,3,OO,SLC,834.0,-6.0,0.0,0.0,532.0
20,7,F9,DEN,831.0,16.0,0.0,0.0,991.0
26,6,EV,BQK,1716.0,26.0,0.0,0.0,238.0
4,5,XE,MHT,945.0,-10.0,0.0,0.0,545.0
3,4,DL,DFW,812.0,-3.0,0.0,0.0,731.0
7,1,WN,PDX,1139.0,-1.0,0.0,0.0,479.0
16,3,XE,TUL,1817.0,-7.0,0.0,0.0,585.0
12,6,CO,IAH,939.0,9.0,0.0,0.0,1874.0
7,1,EV,AVL,1433.0,18.0,0.0,0.0,164.0
17,4,US,PHL,1156.0,-4.0,0.0,0.0,449.0
22,2,AA,SFO,1727.0,-3.0,0.0,0.0,1464.0
6,7,WN,DEN,1030.0,-5.0,0.0,0.0,1605.0
8,2,WN,IND,1023.0,-2.0,0.0,0.0,837.0
20,7,WN,SAN,831.0,-4.0,0.0,0.0,628.0
11,5,DL,MCI,602.0,2.0,0.0,0.0,692.0
28,1,B6,MCO,600.0,-3.0,0.0,0.0,1121.0
25,5,FL,ATL,1155.0,3.0,0.0,0.0,749.0
14,1,WN,FLL,656.0,-4.0,0.0,0.0,177.0
9,3,CO,CLE,857.0,12.0,0.0,0.0,2052.0
22,2,MQ,JAX,638.0,-7.0,0.0,0.0,864.0
3,4,WN,HOU,2055.0,15.0,0.0,0.0,781.0
12,6,AA,ORD,1507.0,-3.0,0.0,0.0,1745.0
10,4,OO,LAX,1819.0,-1.0,0.0,0.0,337.0
19,6,OO,LAX,709.0,7.0,0.0,0.0,89.0
17,4,AA,BOS,1319.0,-6.0,0.0,0.0,1562.0
22,2,UA,ORD,1855.0,0.0,0.0,0.0,783.0
4,5,OO,ORF,1749.0,-1.0,0.0,0.0,1201.0
7,1,DL,PBI,541.0,-4.0,0.0,0.0,545.0
1,2,FL,ATL,1026.0,-4.0,0.0,0.0,1587.0
24,4,UA,LGA,1055.0,56.0,0.0,0.0,1620.0
8,2,WN,MCI,609.0,-1.0,0.0,0.0,491.0
12,6,XE,DEN,1452.0,-5.0,0.0,0.0,771.0
18,5,OO,LAX,1610.0,3.0,0.0,0.0,156.0
29,2,AA,ABQ,909.0,-6.0,0.0,0.0,569.0
26,6,MQ,PHL,946.0,-4.0,0.0,0.0,678.0
14,1,CO,ORD,2114.0,-1.0,0.0,0.0,925.0
30,3,WN,HOU,1759.0,-1.0,0.0,0.0,239.0
12,6,DL,ATL,1608.0,-2.0,0.0,0.0,581.0
17,4,CO,IAH,1033.0,-2.0,0.0,0.0,964.0
28,1,US,CLT,952.0,2.0,0.0,0.0,2125.0
14,1,OO,DEN,1120.0,2.0,0.0,0.0,639.0
20,7,AA,DFW,1100.0,-10.0,0.0,0.0,237.0
4,5,FL,ATL,1518.0,49.0,0.0,0.0,481.0
14,1,XE,IAH,836.0,-4.0,0.0,0.0,788.0
21,1,DL,MCI,656.0,-4.0,0.0,0.0,692.0
10,4,AA,SAN,721.0,-4.0,0.0,0.0,1171.0
11,5,MQ,DFW,1827.0,-3.0,0.0,0.0,304.0
30,3,FL,BOS,1114.0,-10.0,0.0,0.0,1249.0
15,2,FL,ATL,2126.0,26.0,0.0,0.0,874.0
6,7,WN,AUS,1224.0,-6.0,0.0,0.0,189.0
1,2,UA,LAX,1238.0,1.0,0.0,0.0,236.0
3,4,US,CLT,752.0,-3.0,0.0,0.0,631.0
19,6,WN,RDU,935.0,0.0,0.0,0.0,1436.0
3,4,YV,PHX,1456.0,-3.0,0.0,0.0,843.0
29,2,WN,HOU,657.0,-3.0,0.0,0.0,239.0
13,7,F9,IND,638.0,-7.0,0.0,0.0,977.0
30,3,DL,ATL,1950.0,35.0,0.0,0.0,2116.0
3,4,FL,ATL,842.0,-3.0,0.0,0.0,591.0
8,2,HA,HNL,457.0,-5.0,0.0,0.0,163.0
1,2,DL,MSP,638.0,3.0,0.0,0.0,528.0
20,7,EV,ORD,1909.0,66.0,0.0,0.0,667.0
26,6,XE,RIC,1837.0,-5.0,0.0,0.0,362.0
28,1,OO,IAH,1854.0,-1.0,0.0,0.0,1190.0
4,5,US,PHX,2050.0,35.0,0.0,0.0,370.0
27,7,WN,PHX,1441.0,-4.0,0.0,0.0,507.0
11,5,US,PHX,1438.0,-2.0,0.0,0.0,507.0
4,5,CO,SNA,2131.0,6.0,0.0,0.0,2434.0
26,6,WN,MCO,1538.0,-2.0,0.0,0.0,551.0
25,5,MQ,ORD,906.0,-4.0,0.0,0.0,296.0
11,5,WN,ELP,629.0,-1.0,0.0,0.0,347.0
28,1,US,CLT,1452.0,27.0,0.0,0.0,599.0
10,4,XE,IAH,2036.0,5.0,0.0,0.0,427.0
30,3,XE,MSP,1201.0,-6.0,0.0,0.0,622.0
22,2,EV,BDL,937.0,-2.0,0.0,0.0,549.0
6,7,B6,FLL,808.0,-2.0,0.0,0.0,1069.0
11,5,HA,HNL,1048.0,-2.0,0.0,0.0,102.0
16,3,WN,CMH,1900.0,0.0,0.0,0.0,409.0
8,2,AA,STL,1712.0,12.0,0.0,0.0,550.0
14,1,OO,DEN,848.0,-3.0,0.0,0.0,230.0
18,5,AS,SEA,2037.0,-3.0,0.0,0.0,956.0
13,7,DL,EWR,1742.0,13.0,0.0,0.0,1969.0
2,3,XE,IAH,719.0,-1.0,0.0,0.0,1075.0
5,6,WN,ISP,1148.0,-2.0,0.0,0.0,1034.0
14,1,MQ,CLT,1217.0,-8.0,0.0,0.0,544.0
13,7,B6,SJU,1735.0,0.0,0.0,0.0,1237.0
3,4,WN,STL,901.0,1.0,0.0,0.0,409.0
7,1,DL,MCO,1226.0,-4.0,0.0,0.0,404.0
7,1,MQ,CMH,726.0,-9.0,0.0,0.0,296.0
3,4,F9,DAY,1608.0,-7.0,0.0,0.0,1085.0
21,1,UA,LAS,1119.0,0.0,0.0,0.0,628.0
4,5,EV,DTW,2148.0,13.0,0.0,0.0,235.0
23,3,UA,ORD,1519.0,-4.0,0.0,0.0,1739.0
27,7,HA,LIH,905.0,-6.0,0.0,0.0,201.0
13,7,FL,MCO,2104.0,14.0,0.0,0.0,759.0
1,2,XE,DEN,1024.0,1.0,0.0,0.0,456.0
6,7,US,PHL,1124.0,-6.0,0.0,0.0,1303.0
24,4,CO,IAH,1652.0,-8.0,0.0,0.0,1190.0
18,5,WN,SJC,1711.0,-4.0,0.0,0.0,342.0
3,4,OO,LAX,1020.0,-7.0,0.0,0.0,86.0
18,5,F9,DEN,1827.0,16.0,0.0,0.0,391.0
27,7,WN,EWR,955.0,0.0,0.0,0.0,1411.0
30,3,F9,DEN,1459.0,-1.0,0.0,0.0,895.0
21,1,OO,DEN,1120.0,6.0,0.0,0.0,313.0
15,2,US,CLT,1304.0,-2.0,0.0,0.0,912.0
27,7,UA,SFO,708.0,-2.0,0.0,0.0,967.0
24,4,OO,SFO,721.0,-5.0,0.0,0.0,522.0
5,6,WN,MDW,1037.0,-3.0,0.0,0.0,990.0
28,1,XE,IAH,1649.0,-1.0,0.0,0.0,912.0
2,3,WN,EWR,1342.0,2.0,0.0,0.0,1605.0
11,5,XE,EWR,1435.0,0.0,0.0,0.0,1092.0
28,1,MQ,MIA,753.0,-2.0,0.0,0.0,650.0
3,4,WN,SAN,2042.0,-3.0,0.0,0.0,446.0
4,5,MQ,DFW,1022.0,-3.0,0.0,0.0,812.0
6,7,OO,SLC,2007.0,1.0,0.0,0.0,1087.0
7,1,YV,PHX,1831.0,44.0,0.0,0.0,369.0
29,2,AA,ORD,833.0,3.0,0.0,0.0,802.0
3,4,XE,MCI,1021.0,0.0,0.0,0.0,533.0
17,4,WN,LAS,1900.0,0.0,0.0,0.0,1521.0
18,5,WN,DEN,733.0,-2.0,0.0,0.0,862.0
4,5,DL,CVG,914.0,-6.0,0.0,0.0,879.0
21,1,B6,LAS,2322.0,-1.0,0.0,0.0,2381.0
3,4,US,CLT,1432.0,-3.0,0.0,0.0,600.0
11,5,WN,TPA,1819.0,-1.0,0.0,0.0,1204.0
27,7,XE,MEM,904.0,-8.0,0.0,0.0,468.0
9,3,EV,ATL,814.0,-6.0,0.0,0.0,306.0
10,4,AA,STX,845.0,-10.0,0.0,0.0,1139.0
5,6,WN,MCO,1741.0,-4.0,0.0,0.0,787.0
16,3,OO,PSP,630.0,0.0,0.0,0.0,541.0
15,2,WN,ECP,928.0,33.0,0.0,0.0,401.0
6,7,F9,DEN,1857.0,-3.0,0.0,0.0,1199.0
4,5,XE,DEN,1544.0,-3.0,0.0,0.0,423.0
6,7,CO,BOS,947.0,2.0,0.0,0.0,1597.0
12,6,US,PHX,945.0,-5.0,0.0,0.0,868.0
26,6,DL,SAT,1038.0,3.0,0.0,0.0,874.0
2,3,OO,MSP,1321.0,-4.0,0.0,0.0,284.0
19,6,EV,ATL,945.0,30.0,0.0,0.0,106.0
5,6,AS,LAS,1631.0,-14.0,0.0,0.0,867.0
22,2,EV,HPN,725.0,-4.0,0.0,0.0,781.0
11,5,DL,MDW,1115.0,-5.0,0.0,0.0,591.0
14,1,DL,MSP,1734.0,9.0,0.0,0.0,1175.0
15,2,OO,SFO,647.0,-9.0,0.0,0.0,153.0
28,1,HA,OGG,1533.0,-2.0,0.0,0.0,84.0
2,3,CO,IAD,1712.0,-3.0,0.0,0.0,1190.0
14,1,UA,SAN,1522.0,17.0,0.0,0.0,853.0
7,1,MQ,DFW,1855.0,-5.0,0.0,0.0,190.0
24,4,B6,MCO,1411.0,-4.0,0.0,0.0,1121.0
11,5,CO,IAD,1727.0,12.0,0.0,0.0,1190.0
22,2,MQ,CSG,1631.0,1.0,0.0,0.0,705.0
14,1,AA,LAX,925.0,0.0,0.0,0.0,1235.0
12,6,WN,SAT,1629.0,29.0,0.0,0.0,794.0
12,6,OO,SFO,1747.0,-3.0,0.0,0.0,337.0
30,3,US,BDL,619.0,-1.0,0.0,0.0,313.0
10,4,OO,SLC,839.0,-6.0,0.0,0.0,1262.0
14,1,MQ,MAF,1812.0,-8.0,0.0,0.0,309.0
23,3,AA,DFW,1128.0,-2.0,0.0,0.0,936.0
4,5,XE,LFT,753.0,-2.0,0.0,0.0,201.0
15,2,UA,LAX,754.0,-1.0,0.0,0.0,1745.0
19,6,OO,MFR,1327.0,-6.0,0.0,0.0,329.0
17,4,EV,RDU,642.0,-3.0,0.0,0.0,255.0
6,7,MQ,ORD,930.0,-5.0,0.0,0.0,213.0
23,3,EV,ATL,1501.0,-1.0,0.0,0.0,707.0
1,2,WN,BNA,1227.0,37.0,0.0,0.0,1797.0
12,6,WN,BUR,1310.0,10.0,0.0,0.0,358.0
6,7,FL,MCO,1449.0,-5.0,0.0,0.0,787.0
17,4,UA,ORD,1308.0,-5.0,0.0,0.0,867.0
29,2,B6,BOS,707.0,-6.0,0.0,0.0,399.0
1,2,OO,ORD,2121.0,-4.0,0.0,0.0,265.0
10,4,DL,MSP,1035.0,-6.0,0.0,0.0,936.0
11,5,WN,DAL,929.0,9.0,0.0,0.0,181.0
4,5,WN,STL,1835.0,5.0,0.0,0.0,409.0
16,3,DL,ATL,1742.0,2.0,0.0,0.0,594.0
16,3,WN,MDW,1135.0,-5.0,0.0,0.0,1036.0
1,2,UA,LGA,1756.0,-4.0,0.0,0.0,733.0
18,5,OO,YUM,1518.0,-1.0,0.0,0.0,237.0
11,5,WN,LAX,610.0,0.0,0.0,0.0,1242.0
16,3,OO,MSP,1731.0,-4.0,0.0,0.0,223.0
3,4,HA,KOA,1334.0,-3.0,0.0,0.0,84.0
11,5,OO,SLC,1354.0,-2.0,0.0,0.0,1195.0
18,5,XE,GSO,1414.0,0.0,0.0,0.0,987.0
4,5,US,DCA,830.0,0.0,0.0,0.0,399.0
