DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEP_TIME,DEP_DELAY,CANCELLED,DIVERTED,DISTANCE
13,7,WN,SAT,724.0,-1.0,0.0,0.0,822.0
25,5,US,DCA,1715.0,5.0,0.0,0.0,1979.0
2,3,OO,IDA,1136.0,-9.0,0.0,0.0,188.0
29,2,US,PHL,1755.0,0.0,0.0,0.0,742.0
1,2,OO,SLC,1107.0,0.0,0.0,0.0,402.0
2,3,WN,HOU,1126.0,-4.0,0.0,0.0,570.0
23,3,US,PHX,124.0,43.0,0.0,0.0,1671.0
26,6,FL,ATL,1001.0,-5.0,0.0,0.0,781.0
16,3,WN,RDU,1803.0,-2.0,0.0,0.0,667.0
8,2,XE,ORD,1215.0,22.0,0.0,0.0,557.0
30,3,YV,ELP,824.0,-6.0,0.0,0.0,347.0
14,1,DL,ATL,2211.0,-5.0,0.0,0.0,223.0
23,3,DL,DCA,558.0,-2.0,0.0,0.0,547.0
26,6,WN,DEN,1641.0,1.0,0.0,0.0,948.0
21,1,WN,BWI,633.0,-2.0,0.0,0.0,369.0
16,3,B6,RDU,650.0,-10.0,0.0,0.0,612.0
1,2,AA,BNA,1816.0,-4.0,0.0,0.0,1797.0
21,1,AA,DFW,910.0,0.0,0.0,0.0,1119.0
27,7,WN,DEN,949.0,4.0,0.0,0.0,1014.0
29,2,OO,SFO,1037.0,14.0,0.0,0.0,599.0
14,1,US,PHX,2236.0,-4.0,0.0,0.0,2153.0
7,1,UA,TPA,1508.0,72.0,0.0,0.0,811.0
11,5,DL,SLC,2159.0,9.0,0.0,0.0,630.0
6,7,WN,CMH,1110.0,-5.0,0.0,0.0,337.0
30,3,US,TPA,1024.0,-1.0,0.0,0.0,507.0
20,7,B6,SEA,1742.0,-3.0,0.0,0.0,965.0
20,7,EV,ATL,900.0,-5.0,0.0,0.0,143.0
21,1,WN,MCO,1110.0,-5.0,0.0,0.0,1553.0
11,5,DL,LAX,1155.0,-5.0,0.0,0.0,1900.0
7,1,OO,SLC,1536.0,27.0,0.0,0.0,599.0
22,2,US,CLT,1316.0,-4.0,0.0,0.0,226.0
8,2,FL,ATL,1753.0,4.0,0.0,0.0,404.0
23,3,UA,IAD,2010.0,77.0,0.0,0.0,1452.0
18,5,CO,IAH,1312.0,2.0,0.0,0.0,787.0
27,7,XE,JAN,915.0,10.0,0.0,0.0,351.0
23,3,US,CLT,1310.0,0.0,0.0,0.0,331.0
10,4,WN,MCI,1736.0,1.0,0.0,0.0,1334.0
19,6,DL,MKE,710.0,0.0,0.0,0.0,669.0
2,3,EV,ATL,858.0,-7.0,0.0,0.0,620.0
3,4,AA,MIA,1938.0,13.0,0.0,0.0,1045.0
18,5,DL,MSY,608.0,-7.0,0.0,0.0,348.0
26,6,MQ,DFW,1756.0,-4.0,0.0,0.0,812.0
23,3,FL,ATL,2059.0,-1.0,0.0,0.0,547.0
19,6,YV,PHX,1055.0,0.0,0.0,0.0,598.0
12,6,FL,IND,1534.0,-6.0,0.0,0.0,829.0
18,5,XE,MCI,1142.0,-8.0,0.0,0.0,694.0
19,6,OO,LAX,751.0,-4.0,0.0,0.0,954.0
19,6,XE,EWR,1642.0,-8.0,0.0,0.0,212.0
14,1,YV,PHX,1305.0,-5.0,0.0,0.0,872.0
27,7,XE,CRP,808.0,-8.0,0.0,0.0,201.0
8,2,EV,ATL,1642.0,-8.0,0.0,0.0,300.0
20,7,UA,SFO,845.0,13.0,0.0,0.0,679.0
5,6,AA,ORD,1318.0,-7.0,0.0,0.0,867.0
8,2,DL,LAS,1353.0,-7.0,0.0,0.0,368.0
29,2,YV,EWR,1510.0,-5.0,0.0,0.0,529.0
26,6,UA,SFO,1359.0,-1.0,0.0,0.0,1846.0
19,6,WN,BNA,842.0,2.0,0.0,0.0,395.0
26,6,AS,PHX,1510.0,-10.0,0.0,0.0,1107.0
21,1,EV,BWI,1225.0,5.0,0.0,0.0,787.0
15,2,DL,ATL,1311.0,51.0,0.0,0.0,153.0
20,7,XE,DEN,1504.0,-1.0,0.0,0.0,300.0
9,3,DL,MSP,1126.0,-4.0,0.0,0.0,907.0
21,1,WN,MDW,2106.0,1.0,0.0,0.0,468.0
19,6,UA,DEN,1728.0,-6.0,0.0,0.0,1605.0
25,5,AA,DFW,1109.0,-1.0,0.0,0.0,237.0
24,4,AA,DFW,707.0,-8.0,0.0,0.0,918.0
10,4,DL,TUS,1420.0,-8.0,0.0,0.0,1298.0
26,6,DL,MCO,1818.0,3.0,0.0,0.0,1050.0
29,2,OO,LAX,1246.0,-3.0,0.0,0.0,237.0
7,1,XE,PVD,1319.0,-6.0,0.0,0.0,160.0
6,7,DL,DEN,1325.0,0.0,0.0,0.0,1199.0
6,7,DL,ABQ,618.0,-7.0,0.0,0.0,1269.0
19,6,AA,COS,730.0,0.0,0.0,0.0,592.0
19,6,DL,MCI,1753.0,59.0,0.0,0.0,393.0
23,3,US,LAS,941.0,-9.0,0.0,0.0,255.0
10,4,WN,AUS,1352.0,7.0,0.0,0.0,1105.0
29,2,WN,SMF,1841.0,-4.0,0.0,0.0,358.0
24,4,WN,STL,1544.0,-6.0,0.0,0.0,667.0
4,5,AA,HSV,1656.0,-4.0,0.0,0.0,603.0
8,2,WN,ONT,952.0,-3.0,0.0,0.0,197.0
2,3,F9,DEN,1046.0,6.0,0.0,0.0,1123.0
30,3,WN,PDX,638.0,-2.0,0.0,0.0,444.0
16,3,UA,SFO,2252.0,-2.0,0.0,0.0,1846.0
5,6,XE,IAH,1734.0,-1.0,0.0,0.0,201.0
1,2,WN,LAS,1310.0,0.0,0.0,0.0,223.0
7,1,XE,MOB,1429.0,-6.0,0.0,0.0,427.0
6,7,AA,DFW,1437.0,7.0,0.0,0.0,448.0
28,1,OO,SLC,1504.0,-7.0,0.0,0.0,532.0
28,1,US,PHX,1952.0,-3.0,0.0,0.0,338.0
3,4,WN,DAL,1839.0,-1.0,0.0,0.0,562.0
16,3,WN,LIT,746.0,-4.0,0.0,0.0,296.0
10,4,US,BDL,1706.0,-4.0,0.0,0.0,644.0
27,7,OO,EUG,547.0,-3.0,0.0,0.0,106.0
29,2,XE,ABE,554.0,-6.0,0.0,0.0,654.0
1,2,WN,OAK,2013.0,-2.0,0.0,0.0,337.0
14,1,EV,ATL,1640.0,0.0,0.0,0.0,331.0
26,6,OO,SLC,1102.0,2.0,0.0,0.0,320.0
24,4,WN,OMA,1316.0,-4.0,0.0,0.0,472.0
30,3,WN,MDW,1146.0,6.0,0.0,0.0,838.0
21,1,EV,DTW,1355.0,10.0,0.0,0.0,750.0
28,1,US,BOS,655.0,-5.0,0.0,0.0,184.0
15,2,YV,PHX,956.0,-3.0,0.0,0.0,872.0
14,1,FL,PIT,1651.0,-5.0,0.0,0.0,966.0
6,7,US,LGA,1552.0,-8.0,0.0,0.0,184.0
14,1,WN,SLC,1545.0,0.0,0.0,0.0,422.0
23,3,UA,ORD,2109.0,-6.0,0.0,0.0,783.0
14,1,MQ,RDU,725.0,-5.0,0.0,0.0,227.0
2,3,US,LAX,1157.0,17.0,0.0,0.0,2125.0
3,4,AS,LAS,1642.0,-3.0,0.0,0.0,867.0
18,5,WN,HOU,859.0,-1.0,0.0,0.0,677.0
30,3,WN,SFO,1803.0,-2.0,0.0,0.0,447.0
4,5,US,PHX,1241.0,1.0,0.0,0.0,1044.0
8,2,DL,SDF,1001.0,-5.0,0.0,0.0,321.0
22,2,US,CLT,1147.0,-3.0,0.0,0.0,328.0
13,7,WN,SFO,2141.0,-4.0,0.0,0.0,414.0
10,4,AA,MSP,1609.0,-1.0,0.0,0.0,852.0
19,6,FL,ATL,1929.0,-2.0,0.0,0.0,404.0
6,7,WN,PHX,1325.0,0.0,0.0,0.0,370.0
20,7,US,PHX,1311.0,-4.0,0.0,0.0,255.0
11,5,CO,EWR,527.0,-3.0,0.0,0.0,1400.0
28,1,WN,SAN,2154.0,-1.0,0.0,0.0,446.0
5,6,UA,LAS,1009.0,-5.0,0.0,0.0,414.0
17,4,FL,DFW,1845.0,18.0,0.0,0.0,731.0
2,3,MQ,DFW,1539.0,-1.0,0.0,0.0,500.0
15,2,OO,SFO,1908.0,-3.0,0.0,0.0,751.0
9,3,YV,ATL,1915.0,-5.0,0.0,0.0,534.0
9,3,CO,IAH,1819.0,24.0,0.0,0.0,1608.0
20,7,WN,TUS,809.0,-1.0,0.0,0.0,368.0
8,2,OO,SFO,2126.0,-4.0,0.0,0.0,329.0
12,6,WN,MCO,1810.0,0.0,0.0,0.0,787.0
25,5,US,MIA,1712.0,-1.0,0.0,0.0,650.0
19,6,XE,CLT,1526.0,6.0,0.0,0.0,529.0
14,1,AA,DFW,1656.0,-4.0,0.0,0.0,1389.0
23,3,DL,DFW,946.0,1.0,0.0,0.0,731.0
13,7,WN,LAS,1816.0,11.0,0.0,0.0,1371.0
11,5,WN,AMA,1923.0,13.0,0.0,0.0,359.0
11,5,OO,DLH,1456.0,-9.0,0.0,0.0,144.0
13,7,DL,ATL,2202.0,0.0,0.0,0.0,577.0
30,3,AA,PDX,1450.0,-5.0,0.0,0.0,1616.0
12,6,WN,SLC,1336.0,31.0,0.0,0.0,1259.0
9,3,MQ,BOS,1717.0,-3.0,0.0,0.0,184.0
11,5,WN,RNO,1651.0,36.0,0.0,0.0,345.0
17,4,FL,IND,1105.0,-6.0,0.0,0.0,829.0
8,2,OO,PDX,1817.0,-8.0,0.0,0.0,106.0
2,3,DL,MCO,1349.0,-11.0,0.0,0.0,957.0
10,4,CO,IAH,1917.0,2.0,0.0,0.0,140.0
4,5,DL,PHL,1234.0,-7.0,0.0,0.0,453.0
6,7,OO,PHX,1444.0,1.0,0.0,0.0,370.0
7,1,XE,LNK,1440.0,-10.0,0.0,0.0,466.0
8,2,US,DCA,2054.0,-6.0,0.0,0.0,399.0
8,2,WN,DAL,1731.0,1.0,0.0,0.0,239.0
13,7,DL,ATL,2214.0,85.0,0.0,0.0,442.0
22,2,DL,ATL,1721.0,-5.0,0.0,0.0,271.0
5,6,EV,ATL,1922.0,-5.0,0.0,0.0,250.0
25,5,XE,IAH,1410.0,-8.0,0.0,0.0,517.0
24,4,OO,PIH,1738.0,-44.0,0.0,0.0,150.0
12,6,MQ,MIA,1839.0,-6.0,0.0,0.0,710.0
30,3,AA,EWR,1457.0,-3.0,0.0,0.0,1372.0
8,2,OO,GEG,543.0,0.0,0.0,0.0,733.0
14,1,EV,ATL,1839.0,44.0,0.0,0.0,645.0
1,2,XE,CLT,629.0,-4.0,0.0,0.0,430.0
11,5,DL,PIT,654.0,-6.0,0.0,0.0,526.0
1,2,OO,LAX,1617.0,-1.0,0.0,0.0,86.0
23,3,WN,FLL,1345.0,5.0,0.0,0.0,197.0
20,7,MQ,ORD,1141.0,-4.0,0.0,0.0,416.0
28,1,DL,BDL,706.0,-4.0,0.0,0.0,1050.0
3,4,OO,ORD,2214.0,15.0,0.0,0.0,67.0
23,3,B6,LGB,1751.0,13.0,0.0,0.0,231.0
10,4,DL,IND,1539.0,1.0,0.0,0.0,503.0
20,7,DL,ATL,2152.0,-3.0,0.0,0.0,746.0
11,5,OO,CVG,1641.0,6.0,0.0,0.0,871.0
25,5,B6,JFK,700.0,1.0,0.0,0.0,228.0
2,3,WN,PHX,1127.0,-3.0,0.0,0.0,1136.0
11,5,WN,STL,820.0,0.0,0.0,0.0,872.0
9,3,CO,SEA,2352.0,2.0,0.0,0.0,1874.0
19,6,WN,LAS,1111.0,1.0,0.0,0.0,1524.0
15,2,DL,MSP,858.0,-7.0,0.0,0.0,1306.0
15,2,EV,MGM,1740.0,-9.0,0.0,0.0,147.0
5,6,B6,MCO,1819.0,-9.0,0.0,0.0,1011.0
22,2,WN,SJC,1916.0,1.0,0.0,0.0,948.0
10,4,WN,MSP,1305.0,0.0,0.0,0.0,349.0
4,5,WN,SLC,700.0,0.0,0.0,0.0,391.0
16,3,B6,FLL,1204.0,-6.0,0.0,0.0,1173.0
19,6,DL,STL,1734.0,26.0,0.0,0.0,484.0
27,7,CO,ORD,1937.0,2.0,0.0,0.0,413.0
11,5,WN,TUL,722.0,-3.0,0.0,0.0,237.0
7,1,CO,EWR,1656.0,-4.0,0.0,0.0,719.0
17,4,WN,LAX,1311.0,46.0,0.0,0.0,1210.0
14,1,US,LGA,653.0,-7.0,0.0,0.0,184.0
27,7,CO,EWR,1512.0,-3.0,0.0,0.0,2454.0
29,2,DL,ATL,1215.0,0.0,0.0,0.0,545.0
30,3,XE,IAH,2034.0,39.0,0.0,0.0,817.0
23,3,OO,MSP,1127.0,-3.0,0.0,0.0,695.0
8,2,US,ORD,600.0,0.0,1.0,0.0,678.0
25,5,CO,IAH,2052.0,1.0,0.0,0.0,1379.0
14,1,DL,MDW,859.0,-6.0,0.0,0.0,591.0
2,3,MQ,ORD,1300.0,-5.0,0.0,0.0,761.0
10,4,FL,RDU,615.0,0.0,0.0,0.0,356.0
13,7,US,PHX,1441.0,6.0,0.0,0.0,647.0
22,2,DL,MSP,856.0,-4.0,0.0,0.0,1416.0
14,1,OO,DEN,1726.0,-7.0,0.0,0.0,391.0
25,5,OO,COS,958.0,-2.0,0.0,0.0,73.0
18,5,AA,MCO,603.0,-2.0,0.0,0.0,985.0
21,1,AA,DFW,2217.0,22.0,0.0,0.0,1055.0
4,5,WN,MDW,1932.0,22.0,0.0,0.0,1733.0
2,3,DL,SMF,638.0,18.0,0.0,0.0,532.0
30,3,DL,LAX,1126.0,-2.0,0.0,0.0,1979.0
22,2,CO,MCO,1735.0,10.0,0.0,0.0,937.0
17,4,DL,DTW,1010.0,-6.0,0.0,0.0,500.0
27,7,US,MCO,1706.0,-9.0,0.0,0.0,468.0
17,4,EV,CHA,637.0,-8.0,0.0,0.0,106.0
1,2,FL,ATL,1553.0,-5.0,0.0,0.0,577.0
5,6,MQ,CLE,1156.0,-4.0,0.0,0.0,425.0
8,2,WN,SDF,1528.0,-2.0,0.0,0.0,719.0
28,1,AA,FLL,934.0,-1.0,0.0,0.0,1119.0
27,7,US,PIT,1744.0,-1.0,0.0,0.0,268.0
10,4,AS,SMF,625.0,-5.0,0.0,0.0,605.0
10,4,MQ,ORD,1158.0,8.0,0.0,0.0,522.0
8,2,WN,HOU,1704.0,4.0,0.0,0.0,239.0
23,3,WN,SJC,2138.0,-2.0,0.0,0.0,621.0
8,2,EV,CAE,934.0,-4.0,0.0,0.0,192.0
8,2,DL,ATL,1603.0,-4.0,0.0,0.0,226.0
2,3,MQ,LAX,1327.0,-3.0,0.0,0.0,109.0
1,2,WN,BWI,2056.0,-4.0,0.0,0.0,495.0
18,5,AS,FAI,2016.0,-19.0,0.0,0.0,261.0
17,4,WN,GSP,651.0,-4.0,0.0,0.0,426.0
13,7,DL,BOS,1333.0,3.0,0.0,0.0,946.0
12,6,UA,ORD,1912.0,-1.0,0.0,0.0,137.0
29,2,UA,SFO,1551.0,-1.0,0.0,0.0,414.0
26,6,MQ,LGA,1809.0,-11.0,0.0,0.0,431.0
14,1,MQ,BTR,1020.0,0.0,0.0,0.0,383.0
28,1,CO,IAH,730.0,0.0,0.0,0.0,854.0
2,3,EV,CRW,1820.0,0.0,0.0,0.0,363.0
21,1,WN,FLL,1851.0,1.0,0.0,0.0,197.0
3,4,US,LAX,1359.0,-1.0,0.0,0.0,2402.0
14,1,B6,FLL,1141.0,-4.0,0.0,0.0,1237.0
5,6,DL,ATL,2203.0,-2.0,0.0,0.0,591.0
3,4,AA,SFO,18.0,-2.0,0.0,0.0,1464.0
2,3,DL,ATL,1243.0,-2.0,0.0,0.0,332.0
26,6,US,RDU,653.0,-7.0,0.0,0.0,337.0
29,2,UA,SFO,2242.0,2.0,0.0,0.0,337.0
24,4,DL,ATL,1101.0,-4.0,0.0,0.0,821.0
27,7,MQ,SLC,706.0,6.0,0.0,0.0,1250.0
10,4,FL,BWI,2112.0,-8.0,0.0,0.0,452.0
7,1,B6,DCA,729.0,-6.0,0.0,0.0,399.0
2,3,AA,DFW,1714.0,-1.0,0.0,0.0,1235.0
1,2,WN,SAN,1352.0,12.0,0.0,0.0,447.0
15,2,DL,SLC,954.0,-6.0,0.0,0.0,1851.0
3,4,HA,HNL,1746.0,0.0,0.0,0.0,163.0
9,3,B6,JFK,1331.0,-4.0,0.0,0.0,2422.0
7,1,MQ,LGA,625.0,-5.0,0.0,0.0,544.0
6,7,AA,DFW,1411.0,-4.0,0.0,0.0,631.0
11,5,EV,MLI,1231.0,3.0,0.0,0.0,633.0
27,7,US,CLT,930.0,-5.0,0.0,0.0,2279.0
13,7,FL,FLL,1122.0,-6.0,0.0,0.0,1243.0
25,5,MQ,ICT,1030.0,-5.0,0.0,0.0,588.0
29,2,DL,SLC,1103.0,-7.0,0.0,0.0,290.0
7,1,OO,SFO,1630.0,59.0,0.0,0.0,86.0
17,4,EV,ATL,2031.0,-4.0,0.0,0.0,434.0
26,6,WN,BWI,1147.0,-3.0,0.0,0.0,210.0
9,3,OO,SEA,1158.0,-2.0,0.0,0.0,965.0
20,7,US,ATL,1132.0,-3.0,0.0,0.0,1587.0
7,1,F9,DEN,655.0,-5.0,0.0,0.0,680.0
23,3,DL,CVG,857.0,-3.0,0.0,0.0,373.0
20,7,F9,DEN,812.0,-3.0,0.0,0.0,836.0
11,5,WN,SEA,1153.0,3.0,0.0,0.0,867.0
26,6,DL,MSY,1615.0,0.0,0.0,0.0,425.0
11,5,AA,BOS,1419.0,-6.0,0.0,0.0,1562.0
28,1,WN,LAX,1959.0,4.0,0.0,0.0,862.0
25,5,WN,SAN,725.0,0.0,0.0,0.0,1129.0
19,6,FL,MKE,812.0,-2.0,0.0,0.0,634.0
11,5,AA,SFO,19.0,-1.0,0.0,0.0,1464.0
22,2,WN,HOU,1033.0,28.0,0.0,0.0,570.0
10,4,WN,SMF,1658.0,28.0,0.0,0.0,397.0
13,7,YV,PHX,2055.0,-5.0,0.0,0.0,425.0
12,6,MQ,CRP,1739.0,44.0,0.0,0.0,354.0
20,7,OO,OMA,1858.0,-7.0,0.0,0.0,282.0
11,5,WN,SNA,821.0,1.0,0.0,0.0,371.0
30,3,DL,DFW,1717.0,-8.0,0.0,0.0,986.0
18,5,XE,IAH,1937.0,2.0,0.0,0.0,912.0
14,1,US,PHX,2103.0,-2.0,0.0,0.0,646.0
8,2,WN,STL,1959.0,-6.0,0.0,0.0,237.0
12,6,AS,ORD,1717.0,7.0,0.0,0.0,1739.0
24,4,MQ,LAX,616.0,-4.0,0.0,0.0,590.0
6,7,WN,DEN,1705.0,0.0,0.0,0.0,680.0
22,2,DL,BOS,1626.0,1.0,0.0,0.0,632.0
10,4,OO,LAX,1254.0,-5.0,0.0,0.0,236.0
11,5,DL,CHS,1007.0,-3.0,0.0,0.0,259.0
11,5,OO,ORD,2140.0,-10.0,0.0,0.0,343.0
3,4,AA,LAX,658.0,-2.0,0.0,0.0,337.0
24,4,AA,DFW,1204.0,34.0,0.0,0.0,1464.0
21,1,WN,OKC,1318.0,3.0,0.0,0.0,1180.0
4,5,EV,MSP,1510.0,-3.0,0.0,0.0,232.0
15,2,MQ,ORD,2132.0,-3.0,0.0,0.0,528.0
3,4,WN,RNO,1434.0,-1.0,0.0,0.0,391.0
27,7,WN,SAN,1159.0,-1.0,0.0,0.0,2295.0
2,3,XE,GJT,1246.0,0.0,0.0,0.0,212.0
20,7,MQ,DSM,1937.0,37.0,0.0,0.0,624.0
15,2,MQ,ORD,1123.0,-2.0,0.0,0.0,585.0
21,1,WN,DAL,1603.0,3.0,0.0,0.0,239.0
15,2,B6,BOS,1808.0,8.0,0.0,0.0,1185.0
7,1,MQ,ORD,1619.0,-1.0,0.0,0.0,413.0
16,3,AA,BOS,937.0,7.0,0.0,0.0,1258.0
30,3,OO,FAR,1502.0,-13.0,0.0,0.0,223.0
2,3,B6,LGB,650.0,-10.0,0.0,0.0,387.0
13,7,DL,DCA,1618.0,3.0,0.0,0.0,405.0
18,5,WN,DEN,608.0,-2.0,0.0,0.0,1014.0
7,1,EV,JFK,1531.0,66.0,0.0,0.0,228.0
20,7,CO,IAH,1931.0,11.0,0.0,0.0,861.0
30,3,YV,ABQ,1532.0,-8.0,0.0,0.0,328.0
18,5,EV,MEM,1940.0,-5.0,0.0,0.0,432.0
22,2,WN,SAT,846.0,-4.0,0.0,0.0,233.0
22,2,WN,SFO,2046.0,1.0,0.0,0.0,337.0
8,2,OO,ACV,1555.0,-5.0,0.0,0.0,250.0
12,6,CO,IAH,855.0,0.0,0.0,0.0,1400.0
7,1,MQ,VPS,1042.0,7.0,0.0,0.0,641.0
3,4,CO,ANC,1722.0,7.0,0.0,0.0,1448.0
18,5,CO,LAX,649.0,4.0,0.0,0.0,2454.0
16,3,DL,EWR,2007.0,42.0,0.0,0.0,746.0
15,2,AA,DFW,1926.0,6.0,0.0,0.0,1205.0
21,1,EV,MDT,1555.0,0.0,0.0,0.0,620.0
22,2,XE,IAD,2222.0,-1.0,0.0,0.0,100.0
7,1,DL,MSY,1656.0,-4.0,0.0,0.0,1670.0
13,7,B6,BQN,449.0,49.0,0.0,0.0,1129.0
10,4,MQ,LIT,2012.0,2.0,0.0,0.0,304.0
3,4,WN,DAL,1926.0,-4.0,0.0,0.0,319.0
13,7,FL,DAY,738.0,-7.0,0.0,0.0,432.0
22,2,B6,AUS,1511.0,-6.0,0.0,0.0,994.0
12,6,HA,HNL,1858.0,-5.0,0.0,0.0,101.0
13,7,UA,IAD,1459.0,-1.0,0.0,0.0,1452.0
27,7,DL,PHL,718.0,-2.0,0.0,0.0,1927.0
16,3,US,CLT,2014.0,4.0,0.0,0.0,644.0
2,3,YV,ELP,624.0,-1.0,0.0,0.0,347.0
27,7,FL,HPN,1253.0,-12.0,0.0,0.0,1056.0
1,2,XE,ORD,1313.0,2.0,0.0,0.0,590.0
14,1,DL,FLL,852.0,-8.0,0.0,0.0,581.0
23,3,FL,ATL,2058.0,8.0,0.0,0.0,577.0
30,3,XE,DAL,1528.0,-6.0,0.0,0.0,651.0
25,5,DL,MIA,1254.0,-9.0,0.0,0.0,1501.0
13,7,WN,SAT,1631.0,-4.0,0.0,0.0,1129.0
13,7,CO,DEN,612.0,12.0,0.0,0.0,862.0
7,1,FL,CLT,1122.0,-3.0,0.0,0.0,226.0
17,4,DL,ATL,2157.0,2.0,0.0,0.0,946.0
3,4,WN,LAS,837.0,-3.0,0.0,0.0,407.0
1,2,WN,STL,2025.0,-5.0,0.0,0.0,237.0
1,2,DL,ATL,1809.0,-6.0,0.0,0.0,547.0
14,1,YV,SBA,630.0,0.0,0.0,0.0,455.0
7,1,WN,SAN,1853.0,-2.0,0.0,0.0,304.0
12,6,OO,BOI,1352.0,0.0,0.0,0.0,674.0
15,2,MQ,DTW,1432.0,-8.0,0.0,0.0,235.0
16,3,F9,DEN,1206.0,-4.0,0.0,0.0,862.0
6,7,DL,MEM,909.0,-6.0,0.0,0.0,859.0
13,7,XE,IAH,1001.0,-4.0,0.0,0.0,562.0
20,7,B6,EWR,1803.0,23.0,0.0,0.0,1023.0
5,6,MQ,ORD,806.0,-4.0,0.0,0.0,296.0
5,6,WN,PHL,1012.0,-3.0,0.0,0.0,337.0
24,4,WN,EWR,939.0,-1.0,0.0,0.0,1411.0
17,4,CO,EWR,1746.0,17.0,0.0,0.0,997.0
5,6,F9,CAK,1607.0,-3.0,0.0,0.0,1224.0
27,7,XE,TUL,1230.0,3.0,0.0,0.0,1027.0
29,2,OO,RDM,543.0,-2.0,0.0,0.0,116.0
8,2,WN,SEA,826.0,-4.0,0.0,0.0,1180.0
9,3,US,IAH,1739.0,-6.0,0.0,0.0,1325.0
18,5,WN,BWI,1121.0,1.0,0.0,0.0,925.0
27,7,AS,DEN,1151.0,-14.0,0.0,0.0,1024.0
3,4,WN,TPA,703.0,-2.0,0.0,0.0,181.0
7,1,WN,BWI,2151.0,16.0,0.0,0.0,289.0
5,6,WN,MDW,1515.0,0.0,0.0,0.0,611.0
19,6,DL,MKE,656.0,-4.0,0.0,0.0,237.0
18,5,OO,LAX,1224.0,-6.0,0.0,0.0,373.0
8,2,DL,LAX,2252.0,2.0,0.0,0.0,2218.0
18,5,US,RDU,655.0,-5.0,0.0,0.0,130.0
8,2,B6,HOU,632.0,-8.0,0.0,0.0,1428.0
25,5,UA,SFO,924.0,57.0,0.0,0.0,967.0
8,2,WN,LAS,954.0,-1.0,0.0,0.0,1590.0
24,4,DL,MCO,707.0,-8.0,0.0,0.0,1931.0
23,3,XE,ABQ,1535.0,50.0,0.0,0.0,744.0
6,7,AA,FLL,1006.0,-4.0,0.0,0.0,1119.0
4,5,WN,MCO,829.0,-6.0,0.0,0.0,990.0
20,7,WN,PHL,2009.0,-6.0,0.0,0.0,289.0
11,5,DL,BOS,1751.0,36.0,0.0,0.0,946.0
29,2,OO,MAF,1310.0,-1.0,0.0,0.0,563.0
27,7,EV,IAD,1251.0,23.0,0.0,0.0,228.0
7,1,DL,MSP,1912.0,-8.0,0.0,0.0,931.0
20,7,DL,MSP,1535.0,0.0,0.0,0.0,448.0
2,3,EV,IAD,1743.0,-4.0,0.0,0.0,388.0
7,1,XE,DCA,828.0,-2.0,0.0,0.0,199.0
7,1,WN,TPA,1547.0,-3.0,0.0,0.0,612.0
16,3,WN,SNA,1800.0,5.0,0.0,0.0,226.0
19,6,MQ,MIA,1121.0,1.0,0.0,0.0,402.0
17,4,EV,GNV,808.0,-4.0,0.0,0.0,300.0
4,5,XE,SDF,1427.0,58.0,0.0,0.0,642.0
26,6,MQ,IAH,1253.0,8.0,0.0,0.0,1379.0
23,3,US,PHX,1948.0,-7.0,0.0,0.0,304.0
15,2,WN,LAS,1013.0,18.0,0.0,0.0,1590.0
5,6,US,SFO,713.0,-2.0,0.0,0.0,2296.0
11,5,FL,BOS,1201.0,-1.0,0.0,0.0,946.0
2,3,MQ,DSM,1325.0,-10.0,0.0,0.0,299.0
27,7,WN,ORF,1936.0,-4.0,0.0,0.0,159.0
5,6,EV,ATL,1054.0,-6.0,0.0,0.0,533.0
14,1,US,BWI,1535.0,-1.0,0.0,0.0,361.0
10,4,WN,LIT,1653.0,8.0,0.0,0.0,296.0
10,4,US,ATL,1212.0,87.0,0.0,0.0,666.0
12,6,WN,PHX,1415.0,5.0,0.0,0.0,735.0
13,7,EV,CHO,557.0,-3.0,0.0,0.0,457.0
27,7,US,CLT,756.0,1.0,0.0,0.0,728.0
6,7,EV,DFW,910.0,-10.0,0.0,0.0,986.0
2,3,WN,PHX,559.0,-1.0,0.0,0.0,370.0
8,2,AA,MIA,1650.0,0.0,0.0,0.0,919.0
28,1,FL,ATL,852.0,2.0,0.0,0.0,907.0
6,7,CO,IAH,1833.0,38.0,0.0,0.0,1608.0
23,3,EV,SGF,1145.0,0.0,0.0,0.0,244.0
21,1,XE,MHT,1740.0,-5.0,0.0,0.0,545.0
16,3,DL,MOB,711.0,-9.0,0.0,0.0,302.0
25,5,OO,SLC,2142.0,-3.0,0.0,0.0,272.0
19,6,WN,MCI,1635.0,0.0,0.0,0.0,1489.0
20,7,AA,AUS,929.0,-6.0,0.0,0.0,190.0
17,4,MQ,GRR,1052.0,-8.0,0.0,0.0,137.0
21,1,AA,ORD,1945.0,0.0,0.0,0.0,1440.0
28,1,WN,ISP,647.0,2.0,0.0,0.0,971.0
25,5,FL,ATL,838.0,-7.0,0.0,0.0,481.0
21,1,EV,ATL,1253.0,36.0,0.0,0.0,363.0
16,3,MQ,CMI,554.0,-6.0,0.0,0.0,135.0
30,3,EV,LFT,1703.0,-10.0,0.0,0.0,503.0
3,4,WN,MCO,2026.0,26.0,0.0,0.0,971.0
20,7,US,DFW,625.0,-5.0,0.0,0.0,1303.0
1,2,XE,ORD,1814.0,-6.0,0.0,0.0,475.0
